sample_ID,date,start_time,end_time,climate_logger_ID,latitude,longitude,GPS,city,address,location_description,site,habitat_description,temperature,weather,shade,wind,imp_mean,imp_median,imp_stdev,imp_min,imp_max,t1_mean,t1_max,t1_min,t1_sd,t1_var,t2_mean,t2_max,t2_min,t2_sd,t2_var,t3_mean,t3_max,t3_min,t3_sd,t3_var,raw_moist_mean,raw_moist_max,raw_moist_min,raw_moist_sd,raw_moist_var,vol_moist_mean,vol_moist_max,vol_moist_min,vol_moist_sd,vol_moist_var,remarks_participants,remarks_Nelma
24-11008,20.05.2024,17:23,19:26,94253271,51.3503034,12.4208238,"51.3503034, 12.4208238",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",22,lightly cloudy,half-shade,no wind,4.612179,0,9.378452,0,36,19.73,20.06,19.50,0.21,0.04,21.28,21.75,20.88,0.30,0.09,21.10,21.56,20.50,0.39,0.15,1069.111111,1077,1061.00,5.487359211,30.11111111,9.36,9.5,9.2,0.10,0.010277778,ants active around baits,"end time was miswritten as 17:26 although the entire 120' were carried out, corrected to 19:26"
24-11009,20.05.2024,17:48,19:52,94233367,51.3503176,12.4209931,"51.3503176, 12.4209931",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",23,lightly cloudy,half-shade,weak wind,4.207792,0,8.796159,0,36,22.12,22.81,21.63,0.40,0.16,21.33,22.50,20.56,0.57,0.32,21.31,22.38,20.88,0.47,0.22,1313.333333,1319,1306.00,5.700877125,32.5,14.67,14.8,14.5,0.13,0.0175,a few ants active arount the baits,
24-11010,20.05.2024,18:14,20:17,94226717,51.3503989,12.4210458,"51.3503989, 12.4210458",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",23,lightly cloudy,half-shade,no wind,4.562701,0,8.854037,0,36,24.41,25.63,23.38,0.75,0.56,21.65,22.13,20.63,0.53,0.28,21.18,21.63,20.38,0.41,0.17,1416.777778,1418,1414.00,1.481365736,2.194444444,16.88,16.9,16.8,0.04,0.001944444,,
24-11011,23.05.2024,12:56,14:59,94226717,51.4002691,12.4055285,"51.4002691,12.4055285",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",20,lightly cloudy,no shade,weak wind,62.62783,77,39.17665,0,100,24.84,25.88,23.94,0.69,0.48,27.44,28.88,25.00,1.28,1.63,25.56,26.63,22.88,1.27,1.62,1341,1373,1313.00,22.22611077,494,15.29,16,14.7,0.49,0.238611111,"insects around baits, many active ants around",
24-11012,23.05.2024,13:25,15:28,94253296,51.4002662,12.4057743,"51.4002662, 12.4057743",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",21,lightly cloudy,no shade,weak wind,56.65385,70.5,41.01151,0,100,27.18,28.13,26.25,0.68,0.47,31.65,33.81,29.25,1.50,2.26,27.47,28.88,26.38,0.74,0.55,1145.888889,1159,1133.00,9.453100608,89.36111111,11.04,11.3,10.8,0.19,0.037777778,a couple active ants around baits,
24-11013,23.05.2024,13:51,15:53,94253271,51.4001781,12.4056707,"51.4001781, 12.4056707",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",,lightly cloudy,no shade,weak wind,62.09677,77.5,40.01166,0,100,27.44,28.88,25.75,1.04,1.08,27.10,28.63,25.13,1.13,1.27,25.03,26.13,24.06,0.65,0.42,1226.555556,1252,1172.00,26.34440695,694.0277778,12.82,13.4,11.6,0.60,0.356944444,,
24-11014,23.05.2024,14:17,16:19,94233367,51.4001651,12.4055406,"51.4001651, 12.4055406",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",21,lightly cloudy,no shade,weak wind,65.49186,83,38.65924,0,100,27.01,28.00,26.25,0.55,0.31,26.44,27.38,24.94,0.74,0.54,24.91,26.00,23.94,0.60,0.36,1400.777778,1413,1389.00,8.885068624,78.94444444,16.54,16.8,16.3,0.18,0.032777778,"some active ants around baits, my mallet broke so I was only able stick the climate logger at an angle","end time was miswritten as 14:19 although the entire 120' were carried out, corrected to 16:19"
24-11015,26.05.2024,12:06,14:09,94233367,51.3304616,12.3613478,"51.3304616, 12.3613478",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"near footpath, under trees, partial grass cover, some tree litter (acorns/dead twigs)",22,very cloudy,full shade,weak wind,0.491909,0,3.620881,0,42,17.98,18.63,17.88,0.25,0.06,21.13,21.38,20.88,0.21,0.04,21.69,22.13,21.00,0.40,0.16,2275.555556,2294,2150.00,47.20198913,2228.027778,34.07,34.4,31.7,0.89,0.7925,some ants active around baits,
24-11016,26.05.2024,12:32,14:33,94253296,51.3305825,12.3614323,"51.3305825, 12.3614323",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"ca 5m from footpath, in between trees and shrubs, partial grass cover, leaf litter",22,very cloudy,half-shade,weak wind,0.903537,0,4.614776,0,42,18.17,18.38,17.81,0.24,0.06,22.06,23.75,21.25,0.81,0.65,23.22,24.50,22.38,0.77,0.59,2311.666667,2322,2291.00,11.01135777,121.25,34.74,34.9,34.4,0.19,0.037777778,couple ants active around baits,
24-11017,26.05.2024,13:03,15:07,94226717,51.3305331,12.3615849,"51.3305331, 12.3615849",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"near footpath, small area w/ partial grass cover near tree, rocky soil",22,very cloudy,half-shade,weak wind,1.960784,0,9.87231,0,91,22.97,23.94,22.00,0.72,0.52,23.28,25.06,22.50,0.83,0.68,23.16,23.88,22.75,0.34,0.11,1133.444444,1140,1120.00,6.894039293,47.52777778,10.78,10.9,10.5,0.15,0.021944444,"some ants active around baits, lots of small red bugs active around baits, beginning in full sun then started being in the shade after 20'",
24-11018,26.05.2024,13:28,15:34,94253271,51.3303925,12.3614793,"51.3303925, 12.3614793",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"under big tree, open dirt, no grass, some acorns and dead twigs",22,lightly cloudy,full shade,no wind,0.862179,0,5.868504,0,75,16.59,16.75,16.44,0.10,0.01,21.14,21.88,20.75,0.38,0.15,22.28,23.25,21.75,0.54,0.29,1296.444444,1298,1294.00,1.236033081,1.527777778,14.32,14.4,14.3,0.04,0.001944444,,
24-11019,29.05.2024,9:05,11:10,94226717,51.3075935,12.3750838,"51.3075935, 12.3750838",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, under a planted shrub, in open dirt bed around shrub. near pathway",16,very cloudy,half-shade,no wind,62.43182,69.5,34.57899,0,100,15.01,15.38,14.75,0.22,0.05,18.82,21.38,17.00,1.66,2.74,19.49,22.88,17.06,2.07,4.28,1378.111111,1383,1370.00,3.855011169,14.86111111,16.06,16.2,15.9,0.09,0.007777778,weak wind from 10:25,
24-11020,29.05.2024,9:31,11:34,94253271,51.3076985,12.3749198,"51.3076985, 12.3749198",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, in open dirt bed under a planted (leafless) tree",16,very cloudy,no shade,no wind,64.13072,72,33.77467,0,100,18.17,18.56,17.88,0.27,0.07,22.04,24.63,19.88,1.71,2.94,21.74,24.63,19.00,1.77,3.14,1454.555556,1459,1449.00,3.539460097,12.52777778,17.70,17.8,17.6,0.07,0.005,"weak wind from 10:25, some ants active around baits at start of exp.",
24-11021,29.05.2024,9:58,12:02,94233367,51.3076283,12.3747954,"51.3076283, 12.3747954",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, partial grass cover and open dirt",16,very cloudy,half-shade,weak wind,62.74026,69.5,34.53604,0,100,18.13,19.06,16.81,0.81,0.65,21.56,23.31,19.63,1.22,1.50,21.35,23.00,19.44,1.09,1.18,1639.111111,1644,1629.00,4.833333333,23.36111111,21.51,21.6,21.3,0.11,0.011111111,"weak wind from 10:25, couple active ants around baits at start","written as no wind on card, but weak wind from 10:25 so weak wind for most of exp."
24-11022,29.05.2024,10:25,12:30,94253296,51.3074996,12.3748390,"51.3074996, 12.374839",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, in open dirt bed under a planted shrub",17,very cloudy,half-shade,weak wind,59.39744,60,35.29286,0,100,17.37,17.94,16.06,0.63,0.40,21.12,23.44,20.13,1.29,1.66,21.54,24.44,20.31,1.34,1.80,1600.555556,1607,1595.00,4.096068576,16.77777778,20.72,20.9,20.6,0.10,0.009444444,"couple ants active around baits at start, light raindrops from 12:05",
24-11023,29.05.2024,17:17,19:22,94253271,51.3642460,12.2858433,"51.364246, 12.2858433",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath + rocky ditch (small), very rocky soil, partial grass cover",18,very cloudy,no shade,weak wind,1.720779,0,7.965833,0,59,19.74,19.81,19.63,0.07,0.00,20.13,22.19,17.88,1.56,2.45,19.50,21.75,17.38,1.36,1.85,780.4444444,792,774.00,6.287112038,39.52777778,2.88,3.1,2.7,0.13,0.016944444,"light rain for 1st 5 min of exp, lightly cloudy from 18:30, some ants active near baits at start, rain from 15:30 to 17:15 so had to delay start of exp because rain was too strong",
24-11024,29.05.2024,17:44,19:48,94226717,51.3642397,12.2857377,"51.3642397, 12.2857377",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath, very rocky soil, partial grass cover",18,very cloudy,half-shade,strong wind,2.578947,0,10.1987,0,77,19.36,19.38,19.25,0.04,0.00,18.63,20.06,17.19,1.06,1.12,19.00,21.13,17.63,1.29,1.66,1733.111111,1742,1720.00,7.881060278,62.11111111,23.44,23.6,23.2,0.17,0.027777778,"lightly cloudy from 18:30, after 60-70 min in shade from rock next to baits, rain from 15:30 to 17:15 so had to delay start of exp because rain was too strong",
24-11025,29.05.2024,18:10,20:13,94253296,51.3643379,12.2856133,"51.3643379, 12.2856133",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath and bench, very rocky soil, partial grass cover",18,very cloudy,no shade,strong wind,0.976974,0,5.206537,0,46,19.10,19.25,18.88,0.14,0.02,19.36,21.75,17.38,1.80,3.22,19.68,22.75,17.81,1.79,3.22,1313.111111,1319,1309.00,3.257470048,10.61111111,14.68,14.8,14.6,0.08,0.006944444,"lightly cloudy from 18:30 for ca 1h, some ants active around baits, rain from 15:30 to 17:15 so had to delay start of exp because rain was too strong",
24-11026,29.05.2024,18:36,20:42,94233367,51.3643559,12.2857950,"51.3643559, 12.285795",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath and bench, very rocky soil, partial grass cover",17,lightly cloudy,no shade,strong wind,0.551948,0,3.620006,0,33,19.35,19.50,19.19,0.09,0.01,19.51,21.63,17.63,1.67,2.79,19.05,21.38,17.25,1.49,2.22,1960.333333,1962,1958.00,1.414213562,2,27.99,28,27.9,0.03,0.001111111,"some ants active around baits at start, rain from 15:30 to 17:15 so had to delay start of exp because rain was too strong","end time was miswritten as 18:42 although the entire 120' were carried out, corrected to 20:42"
24-11027,31.05.2024,8:47,10:50,94233367,51.3364057,12.3754180,"51.3364057, 12.375418",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, close to edge of park and S-bahn station, open dirt in a shrub bed, moist/wet dirt (lots of rain in past days)",16,very cloudy,no shade,weak wind,75.58199,100,37.58983,0,100,17.86,18.63,16.25,0.89,0.79,19.64,21.06,18.63,0.89,0.79,19.42,21.88,17.88,1.17,1.36,1906.777778,1920,1881.00,13.07457244,170.9444444,26.93,27.2,26.4,0.27,0.075,couple ants active around baits before start + at end of exp,
24-11028,31.05.2024,9:12,11:16,94226717,51.3364692,12.3756564,"51.3364692, 12.3756564",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, near path, partial grass cover under a tree",15,lightly cloudy,half-shade,weak wind,71.84818,100,39.85291,0,100,15.92,16.25,15.50,0.31,0.10,17.83,19.50,16.50,0.82,0.68,17.76,19.13,16.63,0.89,0.79,1375.888889,1395,1349.00,14.82771429,219.8611111,16.02,16.4,15.4,0.32,0.101944444,couple ants active around baits at start,
24-11029,31.05.2024,9:37,11:41,94253296,51.3362338,12.3757308,"51.3362338, 12.3757308",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, in a bed of wood whavings under trees, near path",16,very cloudy,half-shade,weak wind,67.83548,100,39.59475,0,100,15.63,15.75,15.50,0.10,0.01,16.68,17.00,16.25,0.22,0.05,17.27,17.63,16.75,0.32,0.10,1499.777778,1502,1496.00,1.855921454,3.444444444,18.64,18.7,18.6,0.05,0.002777778,"at 40 min, Formica-looking ant on top of climate logger but none on the baits","end time was miswritten as 09:41 although the entire 120' were carried out, corrected to 11:41"
24-11030,31.05.2024,10:01,12:03,94253271,51.3362809,12.3754784,"51.3362809, 12.3754784",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, close to edge of park and S-bahn station, partial grass cover under a small tree",16,very cloudy,,weak wind,72.70455,100,38.07614,0,100,16.64,16.81,16.50,0.12,0.01,17.48,18.00,17.00,0.37,0.13,17.59,18.38,16.94,0.49,0.24,1512.666667,1517,1503.00,4.898979486,24,18.90,19,18.7,0.11,0.0125,ants active around baits at start (seems to be near ant nest),
24-11031,31.05.2024,15:32,17:35,94253271,51.3420355,12.3813377,"51.3420355, 12.3813377",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, close to edge of park and S-bahn station, open dirt in a shrub bed, moist/wet dirt (lots of rain in past days)",18,very cloudy,half-shade,weak wind,46.92605,28,42.56258,0,100,18.98,19.13,18.81,0.11,0.01,20.17,21.25,19.50,0.57,0.32,20.08,20.75,19.56,0.40,0.16,2131.777778,2135,2120.00,4.790035954,22.94444444,31.33,31.4,31.1,0.10,0.01,couple ants active around baits at start,"both lightly cloudy and very cloudy picked, I put very cloudy because all 3 other exp said that"
24-11032,31.05.2024,15:58,18:01,94226717,51.3419459,12.3814801,"51.3419459, 12.3814801",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, near path, partial grass cover under a tree",18,very cloudy,no shade,,44.90645,25,41.85098,0,100,21.17,21.38,20.63,0.24,0.06,22.63,24.63,20.81,1.22,1.50,21.72,23.63,19.94,1.37,1.87,1779.666667,1786,1766.00,7.399324293,54.75,24.39,24.5,24.1,0.15,0.023611111,couple ants active around baits at start,
24-11033,31.05.2024,16:24,18:28,94233367,51.3418320,12.3814610,"51.341832, 12.381461",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, in a bed of wood whavings under trees, near path",19,very cloudy,half-shade,weak wind,45.05825,28,41.34663,0,100,18.34,18.38,18.25,0.06,0.00,19.18,19.50,18.63,0.29,0.08,19.49,19.94,18.75,0.36,0.13,1382,1386,1371.00,5.024937811,25.25,16.14,16.2,15.9,0.11,0.012777778,couple ants active around baits at start,
24-11034,31.05.2024,16:50,18:53,94253296,51.3418801,12.3812619,"51.3418801, 12.3812619",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, close to edge of park and S-bahn station, partial grass cover under a small tree",19,very cloudy,full shade,weak wind,47.95455,32,42.4038,0,100,16.66,16.69,16.63,0.03,0.00,18.43,18.75,18.00,0.25,0.06,19.04,19.50,18.56,0.35,0.12,1502.555556,1504,1500.00,1.424000624,2.027777778,18.69,18.7,18.6,0.03,0.001111111,,
24-11035,04.06.2024,12:00,14:03,94253271,51.3236615,12.3181371,"51.3236615, 12.3181371",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"near graveyard wall, few meters from path, at foot of dead tree, bare earth",17,lightly cloudy,no shade,weak wind,41.96417,32,30.96876,0,100,21.65,22.50,20.00,0.95,0.90,27.33,31.00,23.25,3.23,10.42,23.85,26.88,20.75,2.60,6.76,1059.777778,1066,1055.00,3.993049517,15.94444444,9.18,9.3,9.1,0.08,0.006944444,"couple ants active around baits, noticed some mold on lid of 40% sugar bottle, but I had no other sugar solution so I still used it.",
24-11036,04.06.2024,12:26,14:29,94233367,51.3238168,12.3181619,"51.3238168, 12.3181619",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"few meters from path, near compost piles, under a tree, partial grass cover",17,lightly cloudy,half-shade,no wind,35.66238,26,30.26345,0,100,16.80,16.88,16.63,0.09,0.01,19.31,19.75,18.88,0.34,0.11,19.24,19.94,18.63,0.47,0.22,1657.222222,1662,1649.00,4.116363012,16.94444444,21.90,22,21.7,0.10,0.01,,"no wind was circled but weak wind was underlined. since shade and weather were circled and not underlined, I kept the circled option"
24-11037,04.06.2024,12:52,14:55,94253296,51.3237732,12.3183326,"51.3237732, 12.3183326",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"few meters from path, behind 2 big graves, partial grass cover",18,lightly cloudy,half-shade,weak wind,35.89869,25.5,30.19803,0,100,17.22,17.44,17.00,0.14,0.02,18.22,18.69,17.75,0.26,0.07,19.12,20.13,18.38,0.47,0.22,1727.666667,1728,1727.00,0.5,0.25,23.30,23.3,23.3,0.00,0,,
24-11038,04.06.2024,13:18,15:22,94226717,51.3236571,12.3183225,"51.3236571, 12.3183225",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"near graveyard wall, few meters from path, under a shrub, partial grass cover",18,lightly cloudy,full shade,weak wind,42.29642,31,31.82249,0,100,15.28,15.44,15.13,0.10,0.01,17.72,18.44,17.19,0.49,0.24,18.78,19.88,18.00,0.70,0.48,1601.444444,1603,1600.00,1.333333333,1.777777778,20.74,20.8,20.7,0.05,0.002777778,couple ants active around baits at start,
24-11039,18.06.2024,12:10,14:12,94233393,51.2834429,12.3470221,"51.2834429, 12.3470221",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"grassy meadow (ca 30-50 cm high), partial grass cover, couple meters away from path",24,lightly cloudy,no shade,weak wind,0,0,0,0,0,25.02,25.88,24.25,0.58,0.33,35.79,37.13,34.50,0.89,0.80,33.38,34.31,32.63,0.58,0.34,1490,1504,1470.00,11.61280082,134.8571429,18.43,18.7,18,0.25,0.062142857,"couple ants active around baits at start, partial grass cover, hard to lay cards flat on ground",
24-11040,18.06.2024,12:39,14:44,94233372,51.2832871,12.3469470,"51.2832871, 12.346947",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"grassy meadow (ca 30-50 cm high), partial grass cover, couple meters away from path",25,lightly cloudy,no shade,weak wind,0,0,0,0,0,24.64,25.25,23.75,0.49,0.24,36.42,37.13,36.13,0.34,0.11,35.45,36.13,34.88,0.50,0.25,1480.888889,1484,1475.00,2.848001248,8.111111111,18.24,18.3,18.1,0.07,0.005277778,"partial grass cover, hard to lay cards flat on ground","end time was miswritten as 12:44 although the entire 120' were carried out, corrected to 14:44"
24-11041,18.06.2024,13:07,15:11,94233325,51.2833863,12.3472739,"51.2833863, 12.3472739",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"grassy meadow (ca 30-50 cm high), partial grass cover, ca 5m meters away from a few trees",25,lightly cloudy,half-shade,weak wind,0.090323,0,1.123748,0,15,24.51,24.88,24.00,0.27,0.07,32.75,36.13,28.50,2.98,8.87,31.05,34.63,28.25,2.20,4.85,1591.555556,1598,1584.00,5.703312877,32.52777778,20.56,20.7,20.4,0.12,0.015277778,"some baits in half-shade from 40 minutes on, partial grass cover, hard to lay cards flat on ground","no shade was circled and half-shade underlined, since comment said there was some shade I kept half-shade"
24-11042,18.06.2024,13:32,15:35,94226711,51.2833712,12.3472558,"51.2833712, 12.3472558",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"grassy meadow (ca 30-50 cm high), partial grass cover",25,lightly cloudy,no shade,weak wind,0.091503,0,1.131021,0,15,25.96,26.88,24.88,0.70,0.50,36.13,36.75,35.44,0.47,0.23,35.27,36.38,34.00,0.71,0.50,1843.555556,1845,1839.00,2.00693243,4.027777778,25.68,25.7,25.6,0.04,0.001944444,"partial grass cover, hard to lay cards flat on ground",
24-11043,20.06.2024,15:43,17:45,94233393,51.4002618,12.4055151,"51.4002618, 12.4055151",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"grassy field, mossy + partial grass cover, very gravelly soil, wet/moist ground because of past rain and storm ",22,very cloudy,no shade,weak wind,62.98387,77.5,39.01195,0,100,23.97,24.50,23.50,0.31,0.10,23.83,25.38,22.25,1.05,1.10,23.37,24.19,21.81,0.84,0.71,1613.111111,1617,1599.00,6.333333333,40.11111111,21.01,21.1,20.7,0.15,0.023611111,few ants active around baits at start,
24-11044,20.06.2024,16:12,18:15,94233325,51.4002402,12.4057099,"51.4002402, 12.4057099",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"grassy field, mossy + partial grass cover, very gravelly soil, moist ground because of past rain and storm ",22,very cloudy,no shade,weak wind,59.33333,73,40.26608,0,100,23.13,23.56,22.50,0.42,0.17,24.42,26.25,22.88,1.03,1.05,24.32,25.69,22.88,0.89,0.80,1289.444444,1294,1284.00,3.35824028,11.27777778,14.18,14.3,14.1,0.07,0.004444444,many ants around baits at start (ca 30 cm away from ant hill),
24-11045,20.06.2024,16:38,18:42,94226711,51.4001321,12.4057833,"51.4001321, 12.4057833",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"grassy field, partial grass cover, near sand pile, very gravelly soil, moist ground (past rain)",21,very cloudy,no shade,weak wind,61.90909,79,41.07988,0,100,22.80,23.69,21.94,0.57,0.33,22.63,24.44,21.44,0.94,0.88,22.58,23.63,21.63,0.66,0.44,1443.666667,1447,1440.00,2.236067977,5,17.46,17.5,17.4,0.05,0.002777778,1 ant seen active around baits at 5 min + 40 minutes and at end of experiment a few ants were active,
24-11046,20.06.2024,17:04,19:07,94233372,51.4001925,12.4055352,"51.4001925, 12.4055352",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"grassy field, few meters away from sand pile, partial grass cover, traces of old tracks, moist soil (rain in past days)",21,very cloudy,no shade,weak wind,64.58521,80,38.93029,0,100,22.76,23.69,21.81,0.63,0.40,22.19,23.00,21.25,0.65,0.43,22.42,23.19,21.63,0.53,0.29,1523.777778,1532,1517.00,5.309844107,28.19444444,19.13,19.3,19,0.12,0.015,1 ant active around baits at 5 minutes and 10 minutes (red Formica),
24-11047,20.06.2024,9:05,11:07,94226711,51.3419962,12.3812686,"51.3419962, 12.3812686",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"lawn, partial grass cover, next to small hole in lawn",15,very cloudy,half-shade,no wind,48.38889,32,42.84723,0,100,16.92,18.88,16.50,0.75,0.56,17.22,22.38,15.88,2.01,4.03,16.67,20.31,15.38,1.56,2.44,1845.333333,1858,1830.00,9.733961167,94.75,25.70,26,25.4,0.21,0.045,couple ants active around baits at 120 minutes,
24-11048,20.06.2024,9:30,11:34,94233372,51.3419652,12.3814915,"51.3419652, 12.3814915",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"park lawn, in a plant and shrub bed, open dirt and some crawling vines",15,very cloudy,no shade,weak wind,44.64103,25,41.76705,0,100,17.27,17.50,17.13,0.14,0.02,17.74,19.75,16.13,1.31,1.71,17.32,19.50,15.63,1.45,2.09,1455.777778,1470,1440.00,10.40165585,108.1944444,17.71,18,17.4,0.21,0.046111111,couple ants active at start,
24-11049,20.06.2024,9:56,11:58,94233393,51.3418441,12.3814470,"51.3418441, 12.381447",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"lawn, in dirt and gravel bed under planted tree",15,very cloudy,no shade,weak wind,45.1732,28,41.44584,0,100,17.17,17.75,16.81,0.32,0.10,17.97,20.38,15.81,1.48,2.19,18.16,21.00,15.50,1.79,3.21,1255.555556,1266,1244.00,7.108289371,50.52777778,13.43,13.7,13.2,0.16,0.025,couple ants active at start and at end,
24-11050,20.06.2024,10:21,12:24,94233325,51.3418669,12.3812783,"51.3418669, 12.3812783",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"lawn, partial grass cover, under large tree",15,very cloudy,full shade,weak wind,48.01623,32,42.24492,0,100,15.51,15.81,15.25,0.19,0.04,16.76,18.13,15.38,0.91,0.82,16.81,18.44,15.13,1.05,1.11,1535.222222,1539,1531.00,2.728450924,7.444444444,19.38,19.5,19.3,0.07,0.004444444,,
24-11051,23.06.2024,12:21,14:23,94233325,51.3504399,12.4208600,"51.3504399, 12.4208600",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",21,lightly cloudy,half-shade,weak wind,6.067524,0,10.29182,0,50,23.84,24.25,23.38,0.33,0.11,23.97,26.88,22.63,1.28,1.65,23.49,27.00,22.00,1.46,2.15,1136,1148,1123.00,8.774964387,77,10.86,11.1,10.6,0.20,0.040277778,couple ants active around baits at start,
24-11052,23.06.2024,12:47,14:52,94233372,51.3503473,12.4207886,"51.3503473, 12.4207886",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",21,lightly cloudy,half-shade,weak wind,5.162338,0,9.896196,0,50,21.41,21.63,21.25,0.13,0.02,22.42,23.19,21.63,0.43,0.19,22.75,23.63,22.00,0.60,0.36,1719,1721,1715.00,2.179449472,4.75,23.17,23.2,23.1,0.05,0.0025,"couple ants active around baits at start, very cloudy from 14:40","only very cloudy for the last 10 minutes, kept it as lightly cloudy"
