sample_ID,concentration,count_time,individuals,remarks_participants,remarks_Nelma
24-11016,5,5,0,,
24-11016,5,10,0,,
24-11016,5,20,0,,
24-11016,5,40,0,"few other insects on baits, among wich 2-3 firebugs (gendarme)",
24-11016,5,80,0,"few other insects on baits, among wich 2-3 firebugs (gendarme)",
24-11016,5,120,0,,
24-11016,5,Frozen,0,,
24-11016,5,Lab,0,,
24-11016,10,5,0,,
24-11016,10,10,0,,
24-11016,10,20,0,,
24-11016,10,40,0,,
24-11016,10,80,0,,
24-11016,10,120,0,,
24-11016,10,Frozen,0,,
24-11016,10,Lab,0,,
24-11016,20,5,0,,
24-11016,20,10,0,,
24-11016,20,20,0,,
24-11016,20,40,0,"few other insects on baits, among wich 2-3 firebugs (gendarme)",
24-11016,20,80,0,"few other insects on baits, among wich 2-3 firebugs (gendarme)",
24-11016,20,120,0,,
24-11016,20,Frozen,0,,
24-11016,20,Lab,0,,
24-11016,40,5,0,,
24-11016,40,10,0,,
24-11016,40,20,0,,
24-11016,40,40,0,"few other insects on baits, among wich 2-3 firebugs (gendarme)",
24-11016,40,80,0,"few other insects on baits, among wich 2-3 firebugs (gendarme)",
24-11016,40,120,0,,
24-11016,40,Frozen,0,,
24-11016,40,Lab,0,,
24-11017,0,5,0,,
24-11017,0,10,0,,
24-11017,0,20,0,,
24-11017,0,40,1,,
24-11017,0,80,0,,
24-11017,0,120,1,"on underside of card, nnot visible ",
24-11017,0,Frozen,1,,
24-11017,0,Lab,1,,
24-11017,5,5,0,,
24-11017,5,10,0,,
24-11017,5,20,0,,
24-11017,5,40,7,,
24-11017,5,80,2,,
24-11017,5,120,3,"on underside of card, not visible",
24-11017,5,Frozen,3,,
24-11017,5,Lab,3,,
24-11017,10,5,0,,
24-11017,10,10,0,,
24-11017,10,20,0,,
24-11017,10,40,1,,
24-11017,10,80,0,,
24-11017,10,120,0,,
24-11017,10,Frozen,0,,
24-11017,10,Lab,0,,
24-11017,20,5,0,,
24-11017,20,10,0,,
24-11017,20,20,16,,
24-11017,20,40,10,higher activity before but walked too close and disturbed them,
24-11017,20,80,2,,
24-11017,20,120,3,,
24-11017,20,Frozen,3,,
24-11017,20,Lab,3,,
24-11017,40,5,0,,
24-11017,40,10,0,,
24-11017,40,20,6,,
24-11017,40,40,22,,
24-11017,40,80,4,,
24-11017,40,120,2,,
24-11017,40,Frozen,2,,
24-11017,40,Lab,2,,
24-11018,0,5,0,,
24-11018,0,10,1,,
24-11018,0,20,1,,
24-11018,0,40,1,,
24-11018,0,80,1,,
24-11018,0,120,2,"on underside of card, not visible",
24-11018,0,Frozen,2,,
24-11018,0,Lab,2,,
24-11018,5,5,0,,
24-11018,5,10,0,,
24-11018,5,20,0,,
24-11018,5,40,2,,
24-11018,5,80,0,,
24-11018,5,120,2,1 might have run off,
24-11018,5,Frozen,1,,
24-11018,5,Lab,1,,
24-11018,10,5,0,,
24-11018,10,10,1,,
24-11018,10,20,1,,
24-11018,10,40,1,,
24-11018,10,80,0,,
24-11018,10,120,3,"2 on top, visible one on underside of card, not visible ",
24-11018,10,Frozen,5,,
24-11018,10,Lab,5,,
24-11018,20,5,0,,
24-11018,20,10,1,,
24-11018,20,20,2,,
24-11018,20,40,0,,
24-11018,20,80,0,,
24-11018,20,120,1,,
24-11018,20,Frozen,1,,
24-11018,20,Lab,1,,
24-11018,40,5,1,,
24-11018,40,10,1,,
24-11018,40,20,2,,
24-11018,40,40,1,,
24-11018,40,80,2,,
24-11018,40,120,5,"4 visible, 1 on underside of card",
24-11018,40,Frozen,6,,
24-11018,40,Lab,6,,
24-11019,0,5,0,,
24-11019,0,10,0,,
24-11019,0,20,0,,
24-11019,0,40,0,,
24-11019,0,80,0,,
24-11019,0,120,1,,
24-11019,0,Frozen,1,,
24-11019,0,Lab,1,,
24-11019,5,5,0,,
24-11019,5,10,0,,
24-11019,5,20,0,,
24-11019,5,40,0,,
24-11019,5,80,0,,
24-11019,5,120,0,,
24-11019,5,Frozen,0,,
24-11019,5,Lab,0,,
24-11019,10,5,0,,
24-11019,10,10,0,,
24-11019,10,20,0,,
24-11019,10,40,0,,
24-11019,10,80,0,,
24-11019,10,120,1,"0 visible, 1 under card",
24-11019,10,Frozen,1,,
24-11019,10,Lab,1,,
24-11019,20,5,0,,
24-11019,20,10,0,,
24-11019,20,20,0,,
24-11019,20,40,0,,
24-11019,20,80,0,,
24-11019,20,120,2,"1 visible, 1 under card",
24-11019,20,Frozen,2,,
24-11019,20,Lab,2,,
24-11019,40,5,0,,
24-11019,40,10,0,,
24-11019,40,20,0,,
24-11019,40,40,0,,
24-11019,40,80,1,,
24-11019,40,120,5,"2 visible, 3 under card ",
24-11019,40,Frozen,6,,
24-11019,40,Lab,6,,
24-11020,0,5,0,,
24-11020,0,10,0,,
24-11020,0,20,0,,
24-11020,0,40,0,,
24-11020,0,80,0,,
24-11020,0,120,0,,
24-11020,0,Frozen,0,,
24-11020,0,Lab,0,,
24-11020,5,5,0,,
24-11020,5,10,0,,
24-11020,5,20,0,,
24-11020,5,40,0,,
24-11020,5,80,1,,
24-11020,5,120,0,,
24-11020,5,Frozen,0,,
24-11020,5,Lab,0,,
24-11020,10,5,0,,
24-11020,10,10,0,,
24-11020,10,20,0,,
24-11020,10,40,0,,
24-11020,10,80,0,,
24-11020,10,120,0,,
24-11020,10,Frozen,0,,
24-11020,10,Lab,0,,
24-11020,20,5,0,,
24-11020,20,10,0,,
24-11020,20,20,0,,
24-11020,20,40,0,,
24-11020,20,80,0,,
24-11020,20,120,0,,
24-11020,20,Frozen,0,,
24-11020,20,Lab,0,,
24-11020,40,5,0,,
24-11020,40,10,0,,
24-11020,40,20,0,,
24-11020,40,40,0,,
24-11020,40,80,0,,
24-11020,40,120,4,"1 visible, 3 under card",
24-11020,40,Frozen,3,,
24-11020,40,Lab,3,,
24-11021,0,5,0,,
24-11021,0,10,0,,
24-11021,0,20,0,,
24-11021,0,40,0,,
24-11021,0,80,0,,
24-11021,0,120,0,,
24-11021,0,Frozen,0,,
24-11021,0,Lab,0,,
24-11021,5,5,0,,
24-11021,5,10,0,,
24-11021,5,20,0,,
24-11021,5,40,0,,
24-11021,5,80,0,,
24-11021,5,120,0,,
24-11021,5,Frozen,0,,
24-11021,5,Lab,0,,
24-11021,10,5,0,,
24-11021,10,10,0,,
24-11021,10,20,0,,
24-11021,10,40,0,,
24-11021,10,80,0,,
24-11021,10,120,0,,
24-11021,10,Frozen,0,,
24-11021,10,Lab,0,,
24-11021,20,5,0,,
24-11021,20,10,0,,
24-11021,20,20,0,,
24-11021,20,40,0,,
24-11021,20,80,0,,
24-11021,20,120,3,"0 visible, 3 under card, 5-10 ants on the ground under card",
24-11021,20,Frozen,3,,
24-11021,20,Lab,3,,
24-11021,40,5,0,,
24-11021,40,10,0,,
24-11021,40,20,0,,
24-11021,40,40,0,,
24-11021,40,80,0,,
24-11021,40,120,7,"0 visible, ca 7 under the card, 5-10 ants on the ground under card",
24-11021,40,Frozen,9,,
24-11021,40,Lab,9,,
24-11022,0,5,0,,
24-11022,0,10,0,,
24-11022,0,20,0,,
24-11022,0,40,0,,
24-11022,0,80,1,,
24-11022,0,120,0,,
24-11022,0,Frozen,0,,
24-11022,0,Lab,0,,
24-11022,5,5,0,,
24-11022,5,10,0,,
24-11022,5,20,0,,
24-11022,5,40,0,,
24-11022,5,80,1,,
24-11022,5,120,0,,
24-11022,5,Frozen,0,,
24-11022,5,Lab,0,,
24-11022,10,5,0,,
24-11022,10,10,0,,
24-11022,10,20,0,,
24-11022,10,40,1,,
24-11022,10,80,1,,
24-11022,10,120,2,"1 visible, 1 under the card",
24-11022,10,Frozen,2,,
24-11022,10,Lab,2,,
24-11022,20,5,0,,
24-11022,20,10,0,,
24-11022,20,20,1,,
24-11022,20,40,12,,
24-11022,20,80,20,,
24-11022,20,120,30,> 50 on the ground under bait card ,
24-11022,20,Frozen,52,,
24-11022,20,Lab,52,,
24-11022,40,5,0,,
24-11022,40,10,1,,
24-11022,40,20,1,,
24-11022,40,40,3,,
24-11022,40,80,2,,
24-11022,40,120,30,"5 visible + 10-20 under card, ca 20 ants on ground under card",
24-11022,40,Frozen,33,,
24-11022,40,Lab,33,,
24-11023,0,5,0,,
24-11023,0,10,0,,
24-11023,0,20,0,,
24-11023,0,40,2,,
24-11023,0,80,1,,
24-11023,0,120,1,,
24-11023,0,Frozen,1,,
24-11023,0,Lab,1,,
24-11023,5,5,0,,
24-11023,5,10,0,,
24-11023,5,20,0,,
24-11023,5,40,0,,
24-11023,5,80,0,,
24-11023,5,120,0,,
24-11023,5,Frozen,0,,
24-11023,5,Lab,0,,
24-11023,10,5,0,,
24-11023,10,10,0,,
24-11023,10,20,0,,
24-11023,10,40,0,,
24-11023,10,80,0,,
24-11023,10,120,2,"2 not visible, under card ",
24-11023,10,Frozen,2,,
24-11023,10,Lab,2,,
24-11023,20,5,0,,
24-11023,20,10,0,,
24-11023,20,20,0,,
24-11023,20,40,0,,
24-11023,20,80,0,,
24-11023,20,120,0,,
24-11023,20,Frozen,0,,
24-11023,20,Lab,0,,
24-11023,40,5,0,,
24-11023,40,10,0,,
24-11023,40,20,0,,
24-11023,40,40,1,,
24-11023,40,80,15,,
24-11023,40,120,30,"30 visible + lots on underside of card, >50 on ground undercard",
24-11023,40,Frozen,109,108 ants + 2 non-ant bugs after freezing,
24-11023,40,Lab,109,109 ants + 2 non-ant bugs after freezing,
24-11024,0,5,0,,
24-11024,0,10,0,,
24-11024,0,20,0,,
24-11024,0,40,0,,
24-11024,0,80,0,,
24-11024,0,120,0,,
24-11024,0,Frozen,0,,
24-11024,0,Lab,0,,
24-11024,5,5,0,,
24-11024,5,10,0,,
24-11024,5,20,0,,
24-11024,5,40,0,,
24-11024,5,80,0,,
24-11024,5,120,0,,
24-11024,5,Frozen,0,,
24-11024,5,Lab,0,,
24-11024,10,5,0,,
24-11024,10,10,0,,
24-11024,10,20,0,,
24-11024,10,40,0,,
24-11024,10,80,0,,
24-11024,10,120,1,,
24-11024,10,Frozen,1,1 ant + 1 non ant bug ,
24-11024,10,Lab,1,1 ant + 1 non ant bug ,
24-11024,20,5,0,,
24-11024,20,10,0,,
24-11024,20,20,0,,
24-11024,20,40,0,,
24-11024,20,80,0,,
24-11024,20,120,0,,
24-11024,20,Frozen,0,,
24-11024,20,Lab,0,,
24-11024,40,5,1,,
24-11024,40,10,0,,
24-11024,40,20,3,,
24-11024,40,40,1,,
24-11024,40,80,6,,
24-11024,40,120,10,10 on card + more on underside ,
24-11024,40,Frozen,21,,
24-11024,40,Lab,21,,
24-11025,0,5,0,,
24-11025,0,10,0,,
24-11025,0,20,0,,
24-11025,0,40,1,,
24-11025,0,80,1,,
24-11025,0,120,2,,
24-11025,0,Frozen,2,,
24-11025,0,Lab,2,,
24-11025,5,5,0,,
24-11025,5,10,1,,
24-11025,5,20,0,,
24-11025,5,40,0,,
24-11025,5,80,0,,
24-11025,5,120,1,,
24-11025,5,Frozen,1,,
24-11025,5,Lab,1,,
24-11025,10,5,0,,
24-11025,10,10,0,,
24-11025,10,20,2,,
24-11025,10,40,31,,
24-11025,10,80,30,,
24-11025,10,120,27,"more ants on underside of card, 20-50 on ground",
24-11025,10,Frozen,34,34 ants + 6 non ant small bugs ,
24-11025,10,Lab,34,34 ants + 6 non ant small bugs ,
24-11025,20,5,0,,
24-11025,20,10,2,,
24-11025,20,20,3,,
24-11025,20,40,1,,
24-11025,20,80,4,,
24-11025,20,120,7,"more ants on underside of card, 20-50 on ground",
24-11025,20,Frozen,34,,
24-11025,20,Lab,34,,
24-11025,40,5,0,,
24-11025,40,10,0,,
24-11025,40,20,0,,
24-11025,40,40,3,,
24-11025,40,80,5,,
24-11025,40,120,10,"more ants on underside of card, >100 on ground under card",
24-11025,40,Frozen,28,,
24-11025,40,Lab,28,,
24-11026,0,5,0,,
24-11026,0,10,0,,
24-11026,0,20,0,,
24-11026,0,40,0,,
24-11026,0,80,0,,
24-11026,0,120,0,,
24-11026,0,Frozen,0,,
24-11026,0,Lab,0,,
24-11026,5,5,1,,
24-11026,5,10,0,,
24-11026,5,20,4,,
24-11026,5,40,12,,
24-11026,5,80,18,,
24-11026,5,120,13,plus a couple ants under card ,
24-11026,5,Frozen,16,,
24-11026,5,Lab,16,,
24-11026,10,5,0,,
24-11026,10,10,1,,
24-11026,10,20,2,,
24-11026,10,40,13,,
24-11026,10,80,12,,
24-11026,10,120,19,plus a few more under card,
24-11026,10,Frozen,24,24 ants + 2 non-ants bugs ,
24-11026,10,Lab,24,24 ants + 2 non-ants bugs ,
24-11026,20,5,0,,
24-11026,20,10,1,,
24-11026,20,20,0,,
24-11026,20,40,2,,
24-11026,20,80,10,,
24-11026,20,120,18,plus a few more under card,
24-11026,20,Frozen,82,,
24-11026,20,Lab,82,,
24-11026,40,5,0,,
24-11026,40,10,0,,
24-11026,40,20,2,,
24-11026,40,40,22,,
24-11026,40,80,44,,
24-11026,40,120,79,"plus a few more under card, ca 10 ants on ground",
24-11026,40,Frozen,110,,
24-11026,40,Lab,110,,
24-11027,0,5,0,,
24-11027,0,10,0,,
24-11027,0,20,0,,
24-11027,0,40,0,,
24-11027,0,80,0,,
24-11027,0,120,0,,
24-11027,0,Frozen,0,,
24-11027,0,Lab,0,,
24-11027,5,5,0,,
24-11027,5,10,0,,
24-11027,5,20,0,,
24-11027,5,40,0,,
24-11027,5,80,0,,
24-11027,5,120,0,,
24-11027,5,Frozen,0,,
24-11027,5,Lab,0,,
24-11027,10,5,0,,
24-11027,10,10,0,,
24-11027,10,20,0,,
24-11027,10,40,0,,
24-11027,10,80,0,,
24-11027,10,120,0,,
24-11027,10,Frozen,0,,
24-11027,10,Lab,0,,
24-11027,20,5,0,,
24-11027,20,10,0,,
24-11027,20,20,0,,
24-11027,20,40,0,,
24-11027,20,80,0,,
24-11027,20,120,0,,
24-11027,20,Frozen,0,,
24-11027,20,Lab,0,,
24-11027,40,5,0,,
24-11027,40,10,0,,
24-11027,40,20,0,,
24-11027,40,40,0,,
24-11027,40,80,0,,
24-11027,40,120,0,,
24-11027,40,Frozen,0,,
24-11027,40,Lab,0,,
24-11028,0,5,0,,
24-11028,0,10,0,,
24-11028,0,20,0,,
24-11028,0,40,0,,
24-11028,0,80,0,,
24-11028,0,120,1,,
24-11028,0,Frozen,1,,
24-11028,0,Lab,1,,
24-11028,5,5,1,,
24-11028,5,10,0,,
24-11028,5,20,0,,
24-11028,5,40,0,,
24-11028,5,80,0,,
24-11028,5,120,1,1 under card not visible,
24-11028,5,Frozen,1,,
24-11028,5,Lab,1,,
24-11028,10,5,0,,
24-11028,10,10,0,,
24-11028,10,20,0,,
24-11028,10,40,0,,
24-11028,10,80,0,,
24-11028,10,120,0,,
24-11028,10,Frozen,0,,
24-11028,10,Lab,0,,
24-11028,20,5,0,,
24-11028,20,10,0,,
24-11028,20,20,0,,
24-11028,20,40,0,,
24-11028,20,80,0,,
24-11028,20,120,1,ran away at pick up ,
24-11028,20,Frozen,0,,
24-11028,20,Lab,0,,
24-11028,40,5,0,,
24-11028,40,10,0,,
24-11028,40,20,0,,
24-11028,40,40,0,,
24-11028,40,80,0,,
24-11028,40,120,3,"1 visible, 2 under card, 1 ran away at pick up ",
24-11028,40,Frozen,2,,
24-11028,40,Lab,2,,
24-11029,0,5,0,,
24-11029,0,10,0,,
24-11029,0,20,0,,
24-11029,0,40,0,,
24-11029,0,80,0,,
24-11029,0,120,0,,
24-11029,0,Frozen,0,,
24-11029,0,Lab,0,,
24-11029,5,5,0,,
24-11029,5,10,0,,
24-11029,5,20,0,,
24-11029,5,40,0,,
24-11029,5,80,0,,
24-11029,5,120,0,,
24-11029,5,Frozen,0,,
24-11029,5,Lab,0,,
24-11029,10,5,0,,
24-11029,10,10,0,,
24-11029,10,20,0,,
24-11029,10,40,0,,
24-11029,10,80,0,,
24-11029,10,120,1,1 ant under card not visible ,
24-11029,10,Frozen,1,,
24-11029,10,Lab,1,,
24-11029,20,5,0,,
24-11029,20,10,0,,
24-11029,20,20,0,,
24-11029,20,40,0,,
24-11029,20,80,0,2 small winged ant-like bugs ,
24-11029,20,120,1,,
24-11029,20,Frozen,1,,
24-11029,20,Lab,1,,
24-11029,40,5,0,,
24-11029,40,10,0,,
24-11029,40,20,0,,
24-11029,40,40,0,,
24-11029,40,80,0,,
24-11029,40,120,0,,
24-11029,40,Frozen,0,,
24-11029,40,Lab,0,,
24-11030,0,5,0,,
24-11030,0,10,0,,
24-11030,0,20,0,,
24-11030,0,40,1,,
24-11030,0,80,0,,
24-11030,0,120,0,,
24-11030,0,Frozen,0,,
24-11030,0,Lab,0,,
24-11030,5,5,1,,
24-11030,5,10,0,,
24-11030,5,20,0,,
24-11030,5,40,0,,
24-11030,5,80,0,,
24-11030,5,120,1,on underside of the card not visible ,
24-11030,5,Frozen,1,,
24-11030,5,Lab,1,,
24-11030,10,5,0,,
24-11030,10,10,0,,
24-11030,10,20,0,,
24-11030,10,40,0,,
24-11030,10,80,0,,
24-11030,10,120,0,,
24-11030,10,Frozen,0,,
24-11030,10,Lab,0,,
24-11030,20,5,0,,
24-11030,20,10,1,,
24-11030,20,20,4,,
24-11030,20,40,3,,
24-11030,20,80,6,,
24-11030,20,120,7,,
24-11030,20,Frozen,7,,
24-11030,20,Lab,7,,
24-11030,40,5,1,,
24-11030,40,10,0,,
24-11030,40,20,2,,
24-11030,40,40,2,,
24-11030,40,80,4,,
24-11030,40,120,4,,
24-11030,40,Frozen,4,,
24-11030,40,Lab,4,,
24-11031,0,5,0,,
24-11031,0,10,1,,
24-11031,0,20,1,,
24-11031,0,40,0,,
24-11031,0,80,0,,
24-11031,0,120,0,,
24-11031,0,Frozen,0,,
24-11031,0,Lab,0,,
24-11031,5,5,0,,
24-11031,5,10,0,,
24-11031,5,20,0,,
24-11031,5,40,1,,
24-11031,5,80,0,,
24-11031,5,120,2,"1 visible, 1 under card ",
24-11031,5,Frozen,2,,
24-11031,5,Lab,2,,
24-11031,10,5,0,,
24-11031,10,10,0,,
24-11031,10,20,0,,
24-11031,10,40,0,,
24-11031,10,80,2,,
24-11031,10,120,1,"1 under card, fell off while picking up ",
24-11031,10,Frozen,0,,
24-11031,10,Lab,0,,
24-11031,20,5,0,,
24-11031,20,10,0,,
24-11031,20,20,0,,
24-11031,20,40,1,,
24-11031,20,80,4,,
24-11031,20,120,5,"3 visible, 2 under card, ca 10 ants on the ground under card",
24-11031,20,Frozen,5,,
24-11031,20,Lab,6,,
24-11031,40,5,0,,
24-11031,40,10,0,,
24-11031,40,20,1,,
24-11031,40,40,1,,
24-11031,40,80,0,,
24-11031,40,120,1,1 ant under card ,
24-11031,40,Frozen,1,,
24-11031,40,Lab,1,,
24-11032,0,5,0,,
24-11032,0,10,0,,
24-11032,0,20,0,,
24-11032,0,40,0,,
24-11032,0,80,0,,
24-11032,0,120,0,,
24-11032,0,Frozen,0,,
24-11032,0,Lab,0,,
24-11032,5,5,1,,
24-11032,5,10,1,,
24-11032,5,20,0,,
24-11032,5,40,1,,
24-11032,5,80,4,,
24-11032,5,120,2,"1 visible, 1 under card ",
24-11032,5,Frozen,2,,
24-11032,5,Lab,2,,
24-11032,10,5,0,,
24-11032,10,10,1,,
24-11032,10,20,0,,
24-11032,10,40,1,,
24-11032,10,80,3,,
24-11032,10,120,9,"9 visible, more ants under card, ca 10-20 ants on the ground",
24-11032,10,Frozen,14,,
24-11032,10,Lab,14,,
24-11032,20,5,2,,
24-11032,20,10,1,,
24-11032,20,20,1,,
24-11032,20,40,24,,
24-11032,20,80,21,,
24-11032,20,120,11,"9 visible, 2 under card, ca 10-20 ants on the ground",
24-11032,20,Frozen,15,,
24-11032,20,Lab,15,,
24-11032,40,5,1,,
24-11032,40,10,1,,
24-11032,40,20,2,,
24-11032,40,40,4,,
24-11032,40,80,7,,
24-11032,40,120,3,"3 visible, a few more under card",
24-11032,40,Frozen,11,,
24-11032,40,Lab,11,,
24-11033,0,5,0,,
24-11033,0,10,1,,
24-11033,0,20,0,,
24-11033,0,40,0,,
24-11033,0,80,0,,
24-11033,0,120,0,,
24-11033,0,Frozen,0,,
24-11033,0,Lab,0,,
24-11033,5,5,24,,
24-11033,5,10,30,,
24-11033,5,20,14,,
24-11033,5,40,9,,
24-11033,5,80,2,,
24-11033,5,120,3,,
24-11033,5,Frozen,3,,
24-11033,5,Lab,3,,
24-11033,10,5,2,,
24-11033,10,10,3,,
24-11033,10,20,7,,
24-11033,10,40,8,,
24-11033,10,80,16,,
24-11033,10,120,2,"2 visible, more on underside of card, >20 ants on ground",
24-11033,10,Frozen,27,,
24-11033,10,Lab,27,,
24-11033,20,5,0,,
24-11033,20,10,0,,
24-11033,20,20,1,,
24-11033,20,40,3,,
24-11033,20,80,3,,
24-11033,20,120,7,"7 visible, more on underside 10-20, some ants on ground",
24-11033,20,Frozen,35,,
24-11033,20,Lab,35,,
24-11033,40,5,1,,
24-11033,40,10,3,,
24-11033,40,20,7,,
24-11033,40,40,7,,
24-11033,40,80,9,,
24-11033,40,120,14,"14 visible, more on underside, >20 ants on ground ",
24-11033,40,Frozen,43,,
24-11033,40,Lab,43,,
24-11034,0,5,0,,
24-11034,0,10,0,,
24-11034,0,20,1,,
24-11034,0,40,0,,
24-11034,0,80,0,,
24-11034,0,120,0,,
24-11034,0,Frozen,0,,
24-11034,0,Lab,0,,
24-11034,5,5,0,,
24-11034,5,10,0,,
24-11034,5,20,0,,
24-11034,5,40,1,,
24-11034,5,80,0,,
24-11034,5,120,1,,
24-11034,5,Frozen,1,,
24-11034,5,Lab,1,,
24-11034,10,5,0,,
24-11034,10,10,0,,
24-11034,10,20,0,,
24-11034,10,40,0,,
24-11034,10,80,0,,
24-11034,10,120,2,1 fell off while picking up ,
24-11034,10,Frozen,1,,
24-11034,10,Lab,1,,
24-11034,20,5,0,,
24-11034,20,10,0,,
24-11034,20,20,0,,
24-11034,20,40,1,,
24-11034,20,80,1,,
24-11034,20,120,9,"6 visible, 3 under card",
24-11034,20,Frozen,9,,
24-11034,20,Lab,9,,
24-11034,40,5,0,,
24-11034,40,10,0,,
24-11034,40,20,0,,
24-11034,40,40,0,,
24-11034,40,80,0,,
24-11034,40,120,0,,
24-11034,40,Frozen,0,,
24-11034,40,Lab,0,,
24-11035,0,5,0,,
24-11035,0,10,0,,
24-11035,0,20,0,,
24-11035,0,40,0,,
24-11035,0,80,0,,
24-11035,0,120,0,,
24-11035,0,Frozen,0,,
24-11035,0,Lab,0,,
24-11035,5,5,0,,
24-11035,5,10,0,,
24-11035,5,20,0,,
24-11035,5,40,0,,
24-11035,5,80,0,,
24-11035,5,120,0,,
24-11035,5,Frozen,0,,
24-11035,5,Lab,0,,
24-11035,10,5,0,,
24-11035,10,10,0,,
24-11035,10,20,0,,
24-11035,10,40,0,,
24-11035,10,80,0,,
24-11035,10,120,0,,
24-11035,10,Frozen,0,,
24-11035,10,Lab,0,,
24-11035,20,5,0,,
24-11035,20,10,0,,
24-11035,20,20,0,,
24-11035,20,40,0,,
24-11035,20,80,0,,
24-11035,20,120,3,"2 visible, 1 on underside, 1 from the top of card ran away ",
24-11035,20,Frozen,2,,
24-11035,20,Lab,2,,
24-11035,40,5,0,,
24-11035,40,10,0,,
24-11035,40,20,0,,
24-11035,40,40,0,,
24-11035,40,80,4,,
24-11035,40,120,6,"6 visible, a few on underside, ca 20 on ground under card",
24-11035,40,Frozen,11,,
24-11035,40,Lab,11,,
24-11036,0,5,0,,
24-11036,0,10,0,,
24-11036,0,20,0,,
24-11036,0,40,0,,
24-11036,0,80,0,,
24-11036,0,120,0,,
24-11036,0,Frozen,0,,
24-11036,0,Lab,0,,
24-11036,5,5,0,,
24-11036,5,10,0,,
24-11036,5,20,0,,
24-11036,5,40,0,,
24-11036,5,80,0,,
24-11036,5,120,1,,
24-11036,5,Frozen,1,,
24-11036,5,Lab,1,,
24-11036,10,5,0,,
24-11036,10,10,0,,
24-11036,10,20,0,,
24-11036,10,40,0,,
24-11036,10,80,0,,
24-11036,10,120,0,,
24-11036,10,Frozen,0,,
24-11036,10,Lab,0,,
24-11036,20,5,0,,
24-11036,20,10,0,,
24-11036,20,20,0,,
24-11036,20,40,0,,
24-11036,20,80,0,,
24-11036,20,120,1,,
24-11036,20,Frozen,1,,
24-11036,20,Lab,1,,
24-11036,40,5,0,,
24-11036,40,10,0,,
24-11036,40,20,1,,
24-11036,40,40,1,,
24-11036,40,80,1,,
24-11036,40,120,1,"left before pick up, same size as 5%",
24-11036,40,Frozen,0,,
24-11036,40,Lab,0,,
24-11037,0,5,0,,
24-11037,0,10,0,,
24-11037,0,20,0,,
24-11037,0,40,0,,
24-11037,0,80,0,,
24-11037,0,120,0,,
24-11037,0,Frozen,0,,
24-11037,0,Lab,0,,
24-11037,5,5,0,,
24-11037,5,10,0,,
24-11037,5,20,0,,
24-11037,5,40,0,,
24-11037,5,80,0,,
24-11037,5,120,0,,
24-11037,5,Frozen,0,,
24-11037,5,Lab,0,,
24-11037,10,5,0,,
24-11037,10,10,0,,
24-11037,10,20,0,,
24-11037,10,40,0,,
24-11037,10,80,0,,
24-11037,10,120,0,,
24-11037,10,Frozen,0,,
24-11037,10,Lab,0,,
24-11037,20,5,0,,
24-11037,20,10,0,,
24-11037,20,20,0,,
24-11037,20,40,0,,
24-11037,20,80,0,,
24-11037,20,120,0,,
24-11037,20,Frozen,0,,
24-11037,20,Lab,0,,
24-11037,40,5,0,,
24-11037,40,10,0,,
24-11037,40,20,0,,
24-11037,40,40,0,,
24-11037,40,80,0,,
24-11037,40,120,0,,
24-11037,40,Frozen,0,,
24-11037,40,Lab,0,,
24-11038,0,5,0,,
24-11038,0,10,0,,
24-11038,0,20,0,,
24-11038,0,40,1,,
24-11038,0,80,1,,
24-11038,0,120,1,,
24-11038,0,Frozen,1,,
24-11038,0,Lab,1,,
24-11038,5,5,0,,
24-11038,5,10,0,,
24-11038,5,20,0,,
24-11038,5,40,2,,
24-11038,5,80,3,,
24-11038,5,120,2,2 under card,
24-11038,5,Frozen,2,,
24-11038,5,Lab,2,,
24-11038,10,5,1,,
24-11038,10,10,0,,
24-11038,10,20,0,,
24-11038,10,40,0,,
24-11038,10,80,2,,
24-11038,10,120,2,,
24-11038,10,Frozen,2,,
24-11038,10,Lab,2,,
24-11038,20,5,2,,
24-11038,20,10,2,,
24-11038,20,20,5,,
24-11038,20,40,13,,
24-11038,20,80,9,,
24-11038,20,120,8,"6 visible, 2 under card",
24-11038,20,Frozen,9,,
24-11038,20,Lab,9,,
24-11038,40,5,2,,
24-11038,40,10,1,,
24-11038,40,20,2,,
24-11038,40,40,9,,
24-11038,40,80,18,,
24-11038,40,120,7,"7 visible, few more under card",
24-11038,40,Frozen,13,,
24-11038,40,Lab,13,,
24-11039,0,5,0,,
24-11039,0,10,0,,
24-11039,0,20,0,,
24-11039,0,40,0,,
24-11039,0,80,0,,
24-11039,0,120,0,,
24-11039,0,Frozen,0,,
24-11039,0,Lab,0,,
24-11039,5,5,0,,
24-11039,5,10,0,,
24-11039,5,20,0,,
24-11039,5,40,0,,
24-11039,5,80,0,,
24-11039,5,120,0,,
24-11039,5,Frozen,0,,
24-11039,5,Lab,0,,
24-11039,10,5,0,,
24-11039,10,10,0,,
24-11039,10,20,0,,
24-11039,10,40,0,,
24-11039,10,80,0,,
24-11039,10,120,0,,
24-11039,10,Frozen,0,,
24-11039,10,Lab,0,,
24-11039,20,5,0,,
24-11039,20,10,0,,
24-11039,20,20,0,,
24-11039,20,40,0,,
24-11039,20,80,0,,
24-11039,20,120,0,,
24-11039,20,Frozen,0,,
24-11039,20,Lab,0,,
24-11039,40,5,0,,
24-11039,40,10,0,,
24-11039,40,20,0,,
24-11039,40,40,0,,
24-11039,40,80,0,,
